State,Institution Name,Routing Numbers
Texas,FIRST,
Tennessee,FOOTHILLS,
Wisconsin,Farmers Savings Bank,075909178
Kansas,Farmers & Merchants Bank of Colby,101114772
Ohio,First Bank Midwest,071004378
Tennessee,"First Community Bank of the Heartland, Inc.",081212600
Oklahoma,First Fidelity Bank,103002691
Texas,First Liberty Bank,061120806
Wisconsin,First National Community Bank,091809980
Texas,First Savings Bank,081308705
Colorado,First Western Trust Bank,102007011
Minnesota,Foresight Bank,091903239
Wisconsin,Frandsen Bank & Trust,091214630
Ohio,GENERAL ELECTRIC,
Kansas,"GNBank, National Association",101112842
Missouri,GREAT PLAINS,
Pennsylvania,GROVE CITY AREA,
Texas,"Golden Bank, National Association",113015500
Missouri,Great American Bank,101002855
Ohio,Greenville National Bank,042204110
Florida,HNB First Bank,062102030
Pennsylvania,Hamlin Bank and Trust Company,031309505
Nebraska,Heritage Bank,104908383
Utah,Home Savings Bank,124002887
Virginia,IBERIA PARISH,
Pennsylvania,IRCO COMMUNITY,
Texas,InterBank,111901564
Oklahoma,"Intrust Bank, National Association",101100029
Pennsylvania,JESSOP COMMUNITY,
Louisiana,KEESLER,
Georgia,KINETIC,
Michigan,LAKE MICHIGAN,
Virginia,LAREDO FIRE DEPARTMENT,
Texas,LIGHT COMMERCE,
Texas,LOUISVILLE GAS AND ELECTRIC COMPANY,
Texas,Lakeside Bank,065205549
Oklahoma,Local Bank,
Massachusetts,MASSMUTUAL,
Tennessee,MEMPHIS MUNICIPAL EMPLOYEES,
Texas,METRO MEDICAL,
Wisconsin,MIDWEST FAMILY,
Ohio,MORROW COUNTY,
Minnesota,Manufacturers Bank & Trust Company,073922021
Louisiana,Merchants & Marine Bank,062201151
Missouri,Midland States Bank,071122467
Tennessee,Mountain Valley Bank,064103697
Missouri,NEIGHBORS,
Pennsylvania,"NEXTIER BANK, NATIONAL ASSOCIATION",043307508
Utah,NORTHEAST PANHANDLE TEACHERS,
Minnesota,NSP,
Ohio,North Valley Bank,044109297
Wisconsin,OLIVE VIEW EMPLOYEES,
Tennessee,OWENSBORO,
Kansas,PANHANDLE,
Florida,PARTNERS,
Virginia,PEOPLES ADVANTAGE,
Pennsylvania,PITTSBURGH,
Texas,PREMIER AMERICA,
Missouri,Patriots Bank,101106405
Tennessee,Peoples Bank of East Tennessee,061192740
Tennessee,"Planters Bank, Inc.",083902633
Indiana,Prospect Bank,071102827
New Jersey,RAILWAY EMPLOYEES,
Pennsylvania,RELIANCE,
Tennessee,RIO GRANDE,
Nebraska,ROBERTS DAIRY EMPLOYEES,
Oklahoma,Regent Bank,103101356
Missouri,Royal Banks of Missouri,081001439
Kansas,SANTA BARBARA TEACHERS,
Texas,SEAPORT,
Wisconsin,SERVICE,
North Carolina,SKYLA,
Utah,SONOMA,
Texas,SOUTHLAND,
Texas,STATE AGENCIES,
Colorado,SUNWARD,
Pennsylvania,S&T Bank,031304173
Tennessee,Security Bank and Trust Company,084303545
Tennessee,Sonata Bank,
North Carolina,Southern First Bank,053208011
Texas,State Bank of Texas,071002943
Tennessee,Story Bank DBA Story Financial Partners,
Indiana,TECH,
Texas,TEXHILLCO SCHOOL EMPLOYEES,
Utah,THE WEST TENNESSEE,
Pennsylvania,TRANSIT WORKERS,
Virginia,TRULIANT,
Texas,TWO HARBORS,
Missouri,The Bank of Advance,081506523
Oklahoma,"The City National Bank and Trust Company of Lawton, Oklahoma",
Pennsylvania,The Farmers National Bank of Canfield,041202443
Ohio,The Hicksville Bank,041205958
Kansas,The Security State Bank,101101057
Ohio,Third Federal Savings and Loan Association of Cleveland,241070530
Missouri,Town & Country Bank Midwest,081214174
Texas,UBank,064201845
Tennessee,UNITED CATHOLICS,
Virginia,URW COMMUNITY,
Pennsylvania,UTICA GAS & ELECTRIC EMP,
Colorado,United Business Bank,121142737
Utah,VALDOSTA TEACHERS,
Texas,Valliance Bank,103013017
North Carolina,WEYCO COMMUNITY,
Nebraska,Washington County Bank,104913161
Nebraska,Waypoint Bank,104102574
Pennsylvania,ACCESS,
Iowa,AFFINITY,
Kentucky,AUTOTRUCK FINANCIAL,
Nebraska,Adams Bank & Trust,104113958
Kansas,Arvest Bank,082900995
Colorado,Banc of California,122035199
Virginia,Burke & Herbert Bank & Trust Company,056001066
Indiana,CENTRA,
Indiana,CIBM Bank,071122933
Utah,COMPASS,
Illinois,COVANTAGE,
Florida,Capital City Bank,061205475
Nebraska,Citizens Bank & Trust Company,104902062
Alabama,Community Bank of Mississippi,065302196
Iowa,Community Savings Bank,073914288
Texas,Crossroads Bank,081224122
Ohio,"Dollar Bank, Federal Savings Bank",251481423
Illinois,"Esquire Bank, National Association",026073066
Texas,FEDERAL EMPLOYEES,
Florida,FLORIDA CUSTOMS,
Kansas,First Business Bank,065402290
Pennsylvania,First Citizens Community Bank,031309589
Kentucky,First Guaranty Bank,065201381
Pennsylvania,First Resource Bank,031918873
Texas,Freedom Bank,021214493
Illinois,GREENSTATE,
Texas,Glacier Bank,092101030
Tennessee,HOPE,
California,"Happen Bank, National Association",211075086
Michigan,Horizon Bank,104905784
Texas,"Investar Bank, National Association",065405527
Indiana,LIBERTY,
Minnesota,MAYO EMPLOYEES,
Texas,MEMBERS TRUST,
Florida,Metropolitan Commercial Bank,026013356
Virginia,"New Peoples Bank, Inc.",051408897
New Jersey,"OceanFirst Bank, National Association",231270353
Ohio,PARTNERS 1ST,
Wisconsin,PUBLIC SERVICE,
Iowa,Pioneer Bank,073915782
New Jersey,Popular Bank,026008811
Ohio,RIVER VALLEY,
New Jersey,SELF RELIANCE FINANCIAL,
Indiana,STALEY,
Texas,SUMA,
Iowa,Security National Bank of Omaha,104000841
Kansas,Southern Bank,061212235
Nebraska,Stockmens Bank,092902488
California,TRUGROCER,
Ohio,The Community Bank,044105576
Virginia,The First Bank and Trust Company,051404464
Georgia,UKRAINIAN NATIONAL,
Georgia,US Metro Bank,122244427
Texas,VALLEY,
California,WaFd Bank,122106073
Minnesota,Western National Bank,091900067
Florida,Ameris Bank,053208066
Wisconsin,Byline Bank,071001533
Minnesota,CITY & COUNTY,296075810
Virginia,CORPORATE AMERICA FAMILY,271987075
Massachusetts,"Community Bank, National Association",011600020
Utah,DELTA COMMUNITY,261071315
Missouri,Equity Bank,082908599
Nebraska,Exchange Bank,101101303
Ohio,FIRST CHOICE,
Oklahoma,F&M Bank,103100409
Indiana,First Merchants Bank,044072243
Illinois,First Southern Bank,081203208
New Jersey,Goldman Sachs Bank USA,124085082
Texas,Hancock Whitney Bank,062101219
Florida,Israel Discount Bank of New York,067015232
Ohio,Liberty Bank,242272269
Texas,MEMBERS,311978290
Virginia,Members Trust Company,063192612
Florida,Origin Bank,111102758
Indiana,State Bank,071125914
Wisconsin,TEACHERS,
Kentucky,The Farmers Bank,042101792
Tennessee,The Park National Bank,041201512
Missouri,UNITED COMMUNITY,281277364
Pennsylvania,Union Savings Bank,011102502
Colorado,Western Alliance Bank,121143260
North Carolina,AMG National Trust Bank,107007346
Missouri,American Bank of Freedom,081518058
Missouri,Banterra Bank,081215597
Ohio,COMMUNITY FIRST,241273706
Tennessee,Centennial Bank,084301518
North Carolina,ENCORE BANK,082008583
Tennessee,FEDEX EMPLOYEES CREDIT ASSOCIATION,284084350
Oklahoma,Farmers & Merchants Bank,103002099
Kentucky,"First Financial Bank, National Association",071100858
Minnesota,First Security Bank,091216308
North Carolina,HONDA,322275746
Texas,MidFirst Bank,102007008
North Carolina,NUCOR EMPLOYEE'S,253278980
Minnesota,SELFRELIANCE,271080817
Texas,Security State Bank,111317637
Tennessee,Simmons Bank,064201612
Kansas,"TBK BANK, SSB",071104647
Ohio,The Farmers State Bank,042210722
Oklahoma,Union State Bank,062202697
Minnesota,"Associated Bank, National Association",075000941
California,Cathay Bank,011001962
Texas,Central Bank,113001077
Georgia,ENT,
California,"First American Trust, FSB",122241255
Oklahoma,FirstBank,103103396
Georgia,"Magnolia Bank, Incorporated",083906888
Colorado,NBH Bank,101000789
Minnesota,Nicolet National Bank,075901642
Georgia,ServisFirst Bank,061121122
Georgia,The Peoples Bank,061112092
North Carolina,UKRAINIAN,222382221
Michigan,"WesBanco Bank, Inc.",042202219
Virginia,"Armed Forces Bank, National Association",122243017
Georgia,Bank OZK,061121135
Florida,"Citibank, National Association",021000089
Tennessee,Citizens Bank,064000185
Kansas,Commercial Bank,101100375
Oklahoma,Community Bank,103103215
Texas,Farmers and Merchants Bank,111907021
Iowa,First National Bank of Omaha,071902629
Oklahoma,Great Southern Bank,065303784
Florida,JUSTICE,254074413
Ohio,Northwest Bank,073902290
Alabama,"SouthState Bank, National Association",051408907
Oklahoma,The Central Trust Bank,086519609
Georgia,United Bank,061101799
Texas,Woori America Bank,021210073
Alabama,Community State Bank,031317788
Florida,Metro City Bank,061104848
Illinois,NORTHROP GRUMMAN,322276088
Pennsylvania,"The Bank of New York Mellon Trust Company, National Association",
Texas,Commerce Bank,114909903
Alabama,First National Bank,031203915
Florida,"Flagstar Bank, National Association",065203648
Indiana,KeyBank National Association,011807043
Kansas,Liberty Bank and Trust Company,065002108
Michigan,Old National Bank,072413638
North Carolina,PENTAGON,256078446
New Jersey,"Wilmington Trust, National Association",022313005
Missouri,CIBC National Trust Company,071006486
North Carolina,COMMUNITYAMERICA,301081508
Ohio,"Citizens Bank, National Association",011001331
Texas,First Community Bank,114908289
Ohio,TOGETHER,281082915
Missouri,United Community Bank,053105059
Oklahoma,AMERICAN AIRLINES,311992904
New Jersey,"BNY Mellon, National Association",031300821
Kentucky,Farmers State Bank,042107738
Kentucky,First State Bank,083901210
Illinois,BAXTER,271992400
Florida,First Bank,067003778
Virginia,First Bank,051402589
Tennessee,Truist Bank,031204710
Nebraska,"UMB Bank, National Association",111015748
Indiana,"Fifth Third Bank, National Association",053100737
Indiana,Peoples Bank,083905326
Virginia,Peoples Bank,041001013
North Carolina,Regions Bank,051009296
Louisiana,Woodforest National Bank,044115809
Illinois,BMO Bank National Association,063113727
Wisconsin,BMO Bank National Association,063113727
Oklahoma,First-Citizens Bank & Trust Company,031207856
Iowa,Pinnacle Bank,073920777
Colorado,The Northern Trust Company,063111059
Pennsylvania,The Northern Trust Company,063111059
Louisiana,The Huntington National Bank,041000153
California,U.S. Bank National Association,011501747
Missouri,U.S. Bank National Association,011501747
Colorado,NAVY FEDERAL CREDIT UNION,256074974
New Jersey,NAVY FEDERAL CREDIT UNION,256074974
California,"PNC Bank, National Association",021200575
Missouri,"PNC Bank, National Association",081004517
Alabama,Bank of England,082902139
Massachusetts,Bank of England,082902139
Virginia,Bank of England,082902139
Massachusetts,"Wells Fargo Bank, National Association",026073079
Texas,"Wells Fargo Bank, National Association",026073079
Iowa,"Bank of America, National Association",011000138
North Carolina,"Bank of America, National Association",011000138
Colorado,"JPMorgan Chase Bank, National Association",021000021
Michigan,"JPMorgan Chase Bank, National Association",021000021
Tennessee,"JPMorgan Chase Bank, National Association",021000021
Pennsylvania,1ST ED CREDIT UNION,
Michigan,1st State Bank,072414158
Ohio,540 I.B.E.W.,
North Carolina,ACCLAIM,
New Jersey,ADVANCED FINANCIAL,
Alabama,ALABAMA CENTRAL,
Tennessee,ALCOA TENN,
Massachusetts,ALLCOM,
Pennsylvania,ALLENTOWN,
Michigan,ALPENA COMMUNITY,
Pennsylvania,ALTOONA AREA EMPLOYEES,
Pennsylvania,AMERICHOICE,
Texas,ANDREWS SCHOOL,
Michigan,ARBOR FINANCIAL,
Minnesota,ARISE COMMUNITY,
Tennessee,ASCEND,
California,ATCHISON VILLAGE,
Alabama,AUBURN UNIVERSITY,
Texas,AUSTIN,
Texas,A+,
Ohio,Adelphi Bank,044015996
Missouri,Alliant Bank,081506390
Pennsylvania,Ambler Savings Bank,231371634
North Carolina,American Bank of the Carolinas,053112932
Oklahoma,American Heritage Bank,103100616
Iowa,American Trust and Savings Bank,073917748
Texas,"Angelina Savings Bank, SSB",313173938
Oklahoma,Armstrong Bank,103104528
Iowa,Atkins Savings Bank & Trust,073918394
Massachusetts,Avidia Bank,011375384
Iowa,BANK,073906872
Louisiana,BATON ROUGE TELCO,
New Jersey,BAYONNE CITY EMPLOYEES,
Kentucky,BEACON COMMUNITY,
Pennsylvania,BELCO COMMUNITY CREDIT UNION,
Pennsylvania,BERYLCO EMPLOYEES',
Massachusetts,BILLERICA MUNICIPAL EMPLOYEES,
New Jersey,BLOOMFIELD FIRE AND POLICE,
Illinois,BMO Harris Central National Association,
Tennessee,BOWATER EMPLOYEES,
Michigan,BREAKWATER,
Texas,BROWNFIELD,
Minnesota,BUILDING TRADES,
Illinois,B.E.A.,
Iowa,Bank 1st,073904560
Missouri,Bank Northwest,101207919
Florida,Bank of Belle Glade,067001246
Georgia,Bank of Camilla,061202944
Kansas,Bank of Commerce and Trust Company,101101060
Georgia,Bank of Dudley,061205938
Tennessee,Bank of Gleason,084303011
Georgia,Bank of Hazlehurst,061203752
Wisconsin,Bank of Lake Mills,075903174
Kentucky,Bank of Maysville,042101006
Wisconsin,Bank of Ontario,075907743
California,Bank of San Francisco,121044055
Oklahoma,Bank of Vici,103109523
Kentucky,Bank of the Bluegrass and Trust Company,
Alabama,Bank47,
Kansas,Bankers' Bank of Kansas,101104805
Indiana,Bath State Bank,074912302
Illinois,Beardstown Savings s.b.,271170154
California,Beneficial State Bank,122226063
Missouri,Bloomsdale Bank,081914814
Minnesota,Bonanza Valley State Bank,
Minnesota,Bravera Bank,
Texas,Broadstreet Bank S S B,311972526
Illinois,Byron Bank,071908908
Louisiana,CADDO PARISH TEACHERS,
California,CALIFORNIA COAST,
Illinois,CANALS & TRAILS,
Illinois,CARBONDALE HIGHWAY,
Illinois,CATHOLIC & COMMUNITY,
Iowa,CENT,
Missouri,CENTRAL MISSOURI COMMUNITY,
Louisiana,CENTRIC,
Nebraska,CHARTER WEST BANK,104901665
Texas,CHEROKEE COUNTY,
Indiana,CHIPHONE,
California,CHULA VISTA CITY EMPLOYEES,
Texas,CITIZENS,
Pennsylvania,CLAIRTON WORKS,
Indiana,CLIFTY CREEK EMPLOYEES,
California,COAST CENTRAL,
Texas,COBURN,
Georgia,COLQUITT COUNTY TEACHER,
Texas,COMMUNITIES OF ABILENE,
Indiana,COMMUNITY LINK,
California,COMPASS COMMUNITY,
Utah,CONNECTICUT LABOR DEPT,
Oklahoma,COOPERATIVE EMPLOYEES,
Pennsylvania,CORNER POST,
Michigan,COUNTRY HERITAGE,
Tennessee,CREDIT UNION FOR ROBERTSON COUNTY,
California,"CREDIT UNION OF SOUTHERN CA, A",
Texas,CY-FAIR,
Massachusetts,Cambridge Savings Bank,011303084
Virginia,Capon Valley Bank,052203703
Illinois,Casey State Bank,071121196
Nebraska,Cedar Rapids State Bank,104113372
Kentucky,Central Bank & Trust Co.,042100146
Alabama,Century Bank,011301390
Massachusetts,Charles River Bank,211373018
Oklahoma,Chickasaw Community Bank,103012966
Kentucky,Citizens Bank & Trust Co. of Jackson,
Illinois,Citizens Bank of Chatsworth,071108313
California,"Citizens Business Bank, National Association",
Tennessee,Citizens Savings Bank and Trust Company,064008569
Tennessee,Citizens Tri-County Bank,064101291
Nebraska,Clarkson Bank,104903579
Massachusetts,Clinton Savings Bank,211373115
Texas,"Colonial Savings, F.A.",311972238
Tennessee,Commercial Bank & Trust Co.,084301107
Kentucky,"Commonwealth Community Bank, Inc.",083907667
Georgia,Community Bank of Georgia,061220353
Kansas,"Community Bank of Wichita, Inc.",101114879
Missouri,Community First Banking Company,086518765
Oklahoma,Community State Bank of Canton,103104764
Ohio,Conneaut Savings Bank,241270796
Texas,"Cornerstone Capital Bank, SSB",111326275
Nebraska,Countryside Bank,104908930
Minnesota,Currie State Bank,091215985
Texas,DATCU,
New Jersey,DEEPWATER INDUSTRIES,
California,DENOCOS,
Utah,DESERET FIRST,
Pennsylvania,DIAMOND,
Michigan,DIVERSIFIED MEMBERS,
Kentucky,DOE RUN,
Ohio,DOY,
Illinois,DUPAGE,
Nebraska,Dayspring Bank,104901610
Iowa,Defiance State Bank,104922217
Texas,Dominion Bank,113113923
California,E-CENTRAL,
Pennsylvania,EAST END FOOD COOPERATIVE,
Ohio,EDUCATIONAL COMMUNITY ALLIANCE,
Illinois,ELCA,
Colorado,ELEVATIONS,
Michigan,EMBERS,
Texas,EMPLOYEES UNITED,
Oklahoma,ENERGIZE,
Louisiana,EPIC,
Minnesota,ESB Bank,091207317
Minnesota,Eagle Rock Bank,
Florida,Eastern National Bank,067002533
Kentucky,Elkton Bank & Trust Company,083902727
Ohio,"Erebor Bank, N.A.",044016018
Tennessee,Evolve Bank & Trust,084106768
Georgia,F & M Bank and Trust Company,061112597
Tennessee,FAMILY ADVANTAGE,
Michigan,FARM BUREAU FAMILY,
Missouri,FEDCO,
Florida,FICARE,
Ohio,FIRESTONE,
Tennessee,FIRST CHOICE COMMUNITY,
Florida,FIRST FLORIDA,
Oklahoma,FIRST OKLAHOMA,
Texas,FIRST WATCH,
Georgia,FLINT,
Oklahoma,FNB Coweta,103103600
California,FOOTHILL,
Indiana,FORT FINANCIAL,
Indiana,FORUM,
Massachusetts,FRANKLIN FIRST,
Ohio,FREMONT,
California,FRONTWAVE,
Illinois,Fairview State Banking Company,071112901
Pennsylvania,Farmers Building and Savings Bank,243374108
Oklahoma,"Farmers State Bank, Allen, Oklahoma",103111977
Nebraska,Farmers and Merchants Bank of Ashland,104901911
Iowa,Farmers and Merchants State Bank,104906725
Massachusetts,Fidelity Co-operative Bank,211370668
Georgia,First Arkansas Bank and Trust,082007649
Nebraska,First Bank and Trust of Fullerton,104901717
Missouri,First Bank of the Lake,081505634
Georgia,"First Century Bank, National Association",061120084
Illinois,First Community Bank of Moultrie County,071105507
Minnesota,First Farmers & Merchants National Bank,091216007
Ohio,"First Federal Community Bank, National Association",241270916
Ohio,First Federal Savings and Loan Association of Lakewood,241071212
New Jersey,"First Hope Bank, A National Banking Association",021204597
Missouri,First Midwest Bank of the Ozarks,081504693
Pennsylvania,First National Bank and Trust Company of Newtown,031912785
Texas,First National Bank in Port Lavaca,113123162
Texas,First National Bank of Fort Stockton,112323387
Illinois,First National Bank of Pana,071117760
Illinois,First Nations Bank,071924306
Colorado,First Pioneer National Bank,102101315
Minnesota,First Southeast Bank,091204462
Oklahoma,First State Bank in Temple,103111155
Illinois,First State Bank of Forrest,071121808
Illinois,First State Bank of St. Peter,
Texas,First Texas National Bank,111906271
Iowa,First Whitney Bank and Trust,073902151
New Jersey,Five Rivers Bank,021214901
Missouri,Fm Bank And Trust,084101051
Wisconsin,Fox Valley Savings Bank,275970130
Minnesota,Freeport State Bank,091907578
New Jersey,GAF LINDEN EMPLOYEES,
Indiana,GARY FIREFIGHTERS ASSOCIATION,
Louisiana,GEISMAR COMPLEX,
Georgia,GEORGIA POWER VALDOSTA,
Illinois,GIDEON,
Iowa,GNB Bank,073905064
Massachusetts,GOLDMARK,
Michigan,GR CONSUMERS,
Michigan,GREAT LAKES FIRST,
Tennessee,GREATER EXPERIENCE,
Ohio,GREATER WAYNE COMMUNITY,
Oklahoma,GROWING OAKS,
Pennsylvania,GUTHRIE COMMUNITY,
California,"Gateway Bank, F.S.B.",
Louisiana,Gibsland Bank & Trust Company,111104617
California,Golden Valley Bank,121144272
Michigan,Grand River Bank,072414378
Wisconsin,Great North Bank,091505242
Massachusetts,Greenfield Co-operative Bank,
Missouri,Guaranty Bank,101218801
Indiana,H A L E,
Michigan,HARBORLIGHT,
Florida,HARVESTERS,
Missouri,HEALTH CARE FAMILY,
North Carolina,HEALTHSHARE,
Texas,HEREFORD TEXAS,
Utah,HI-LAND,
Texas,HIGHWAY DISTRICT 9,
